id,agency_name,first_seen,last_seen
15583,Propertyease Real Estate Brokerage,2026-01-30 18:34:45,2026-02-10 07:00:14
15651,KMP Real Estate,2026-02-02 18:36:06,2026-02-02 18:36:06
15742,NTC GREECE,2026-02-05 18:41:00,2026-02-06 06:49:58
15764,HPL Real Estate,2026-02-03 18:48:59,2026-02-10 07:00:24
15768,Realty4value,2026-02-02 18:36:15,2026-02-02 18:36:15
15785,HOUSE UP,2026-01-27 06:30:18,2026-02-10 06:59:50
15801,WHITE,2026-02-02 18:36:15,2026-02-10 06:59:57
15813,Greece Exclusive Properties E.E.,2026-02-02 18:36:06,2026-02-05 06:54:43
15886,Ακίνητα Μαρτιναίος,2026-02-06 06:49:50,2026-02-10 06:59:50
15956,Berkshire Hathaway HomeServices Athens Properties,2026-02-05 18:41:25,2026-02-05 18:41:25
15985,IDP HOMES,2026-02-03 18:49:26,2026-02-03 18:49:26
16092,Project Home Real Estate,2026-01-28 01:26:19,2026-02-10 06:59:57
16110,UNION PROPERTIES,2026-01-28 01:26:25,2026-02-01 18:27:45
16175,INVESTMENT VALUE PROPERTIES,2026-01-28 01:26:21,2026-02-10 07:00:14
16191,14 REAL ESTATE,2026-02-02 18:36:06,2026-02-02 18:36:06
16201,Imperial Property,2026-01-28 01:26:18,2026-02-10 06:59:50
16236,ATHENS GROUP REAL ESTATE,2026-02-02 18:35:41,2026-02-02 18:35:41
16241,Manelis luxury Properties,2026-01-28 01:26:25,2026-02-03 18:48:59
16259,ΒΛΑΣΑΚΟΥΔΗ ΠΕΠΗ,2026-01-27 06:30:18,2026-02-05 06:54:14
16283,Χρήστος Χαλκίδης,2026-02-03 18:49:08,2026-02-03 18:49:08
16348,MY WAY HOME,2026-02-02 18:36:15,2026-02-02 18:36:15
16390,Smilehome,2026-02-05 06:54:34,2026-02-10 06:59:57
16396,Agentia,2026-01-30 18:34:58,2026-02-10 07:00:14
16476,GOLD APTOWN,2026-01-28 01:26:18,2026-01-28 02:31:00
16478,HOME & BUSINESS REAL ESTATE,2026-02-01 18:27:38,2026-02-10 07:00:14
16906,geo-THEMELIO,2026-01-30 18:35:06,2026-02-03 18:48:51
16908,GRAMMIKOS GROUP,2026-02-02 18:35:49,2026-02-02 18:35:49
16945,ΓΟΥΜΕΝΟΣ ΘΕΟΦΑΝΗΣ,2026-01-30 18:34:45,2026-01-30 18:34:45
16960,Valuable Estate,2026-01-30 18:34:38,2026-01-30 18:34:38
17004,LANDMARK AG TRADE,2026-01-30 18:34:45,2026-01-30 18:34:45
17020,ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΛΑΓΑΝΗ & ΣΙΑ,2026-01-30 18:35:06,2026-01-30 18:35:06
17102,Home Project,2026-01-28 01:26:19,2026-02-10 06:59:57
17121,Elevate Living,2026-01-27 06:30:18,2026-02-05 06:54:24
17124,Αναστάσης Property,2026-02-02 18:36:06,2026-02-02 18:36:06
17149,SELIMEKOS REAL ESTATE,2026-02-05 06:54:34,2026-02-05 06:54:34
17168,RENOVUP PROPERTIES,2026-02-01 18:27:38,2026-02-01 18:27:38
17187,Casa Notia,2026-02-05 06:54:14,2026-02-05 06:54:34
17224,Dream Investment Real Estate,2026-01-27 06:30:18,2026-02-10 06:59:50
17258,Dk Real Estate,2026-01-28 01:26:21,2026-02-06 06:50:06
17288,The CityAparts Group,2026-02-02 18:36:15,2026-02-06 06:49:41
17289,Sunny Group Real Estate | Μεσιτικό Γραφείο Αθήνα,2026-02-01 18:27:38,2026-02-01 18:27:38
17353,InFox Real Estate,2026-01-30 18:35:06,2026-01-30 18:35:06
17404,Μεσιτικο Ρεσαικου,2026-01-27 06:30:22,2026-02-10 06:59:57
17426,ΚΟΡΡΕΣ REAL ESTATE IKE,2026-01-28 01:26:25,2026-02-06 06:50:13
17430,MK REAL ESTATE,2026-02-02 18:35:57,2026-02-05 18:41:32
17542,STABILITAS ΑΝΑΠΤΥΞΗ ΑΚΙΝΗΤΩΝ ΙΚΕ,2026-01-28 01:26:23,2026-01-28 02:31:24
17552,Real.in.greece,2026-02-03 18:49:26,2026-02-05 18:41:32
17553,RE/MAX PROPERTIES INVESTMENT 5,2026-01-30 18:34:51,2026-01-30 18:35:06
17557,Landinos Real Estate,2026-02-02 18:36:06,2026-02-10 06:59:50
17568,ΠΑΡΑΣΚΕΥΑΪΔΟΥ ΕΛΠΙΔΑ & ΕΥΓΕΝΙΑ,2026-01-30 18:34:38,2026-02-06 06:49:58
17642,Realyst real estate,2026-01-27 06:30:22,2026-01-27 06:30:22
17650,HOUSING SOLUTIONS,2026-01-27 06:30:25,2026-01-27 06:30:25
17675,home NOW,2026-02-10 06:59:50,2026-02-10 06:59:50
17694,UPGRADE REAL ESTATE,2026-02-05 06:54:50,2026-02-05 06:54:50
17698,DEKA DEVELOPMENTS,2026-01-27 06:30:23,2026-02-06 06:49:50
17723,MARINIS REAL ESTATE,2026-01-27 06:30:23,2026-01-27 06:30:23
17737,Vorilas Real Estate,2026-01-28 01:26:23,2026-01-28 02:31:17
17838,AMOND REAL ESTATE,2026-01-28 01:26:19,2026-01-28 02:31:00
17882,Μ2 Property Services,2026-01-31 18:24:12,2026-02-10 06:59:50
17893,Skotida Real Estate Consulting,2026-01-27 06:30:23,2026-02-10 06:59:57
17894,UNION PROPERTIES,2026-01-30 18:34:51,2026-02-10 07:00:24
17916,iakovatos real estate,2026-01-28 01:26:19,2026-02-10 06:59:50
17945,PROPEΡTYLINK,2026-01-27 06:30:18,2026-02-10 06:59:50
18057,HOMLI,2026-01-28 01:26:25,2026-02-10 07:00:06
18109,ck properties,2026-01-31 18:24:47,2026-01-31 18:24:47
18129,YOUR HOUSE REALTY EXECUTIVES,2026-01-31 18:24:47,2026-02-05 06:54:43
18182,AVG Engineering,2026-01-28 01:26:18,2026-01-30 18:34:45
18220,Real  Estate  Agency,2026-01-27 06:30:22,2026-01-27 06:30:22
18265,Bauhouse,2026-01-31 18:24:12,2026-01-31 18:24:12
18288,• the Houses Project,2026-02-01 18:27:20,2026-02-02 18:35:41
18407,Athens 26 Consulting,2026-01-31 18:24:12,2026-01-31 18:24:12
18423,Θεάκος Ι. Δημήτριος,2026-01-27 06:30:25,2026-02-10 06:59:50
18431,House Hunters Μεσιτικό Γραφείο,2026-01-28 01:26:18,2026-01-28 02:30:52
18442,Trueland Real Estate,2026-01-30 18:34:45,2026-02-03 18:48:51
18460,Home Managers,2026-02-10 06:59:50,2026-02-10 06:59:50
18479,RESIDENCE IN GREECE,2026-02-03 18:49:26,2026-02-03 18:49:26
18513,Terra-Greca,2026-02-02 18:35:41,2026-02-10 06:59:50
18543,propertyhunters.gr,2026-01-27 06:30:25,2026-01-27 06:30:25
18589,ΜΕΣΙΤΙΚΟ ΒΑΓΙΑΝΔΕΡΗ,2026-01-28 01:26:19,2026-02-06 06:50:13
18607,PROPERTYHUB REALTY,2026-01-28 01:26:25,2026-01-28 02:31:24
18660,NEGAS REAL ESTATE,2026-01-28 01:26:23,2026-02-03 18:49:26
18665,eskarapanos,2026-01-27 06:30:23,2026-01-27 06:30:23
18676,Vanguard and Trust Properties,2026-01-27 06:30:18,2026-01-27 06:30:18
18734,LEADERGROUP GR,2026-01-28 01:26:23,2026-02-10 06:59:50
18751,Twenty Feb.,2026-01-30 18:34:58,2026-02-06 06:50:06
18854,ΙΩΑΝΝΗΣ ΧΑΡ.ΚΑΛΥΒΑΣ,2026-02-03 18:48:51,2026-02-06 06:49:41
18864,LAND&FLOORS,2026-02-05 18:41:25,2026-02-05 18:41:25
18870,A-list real estate services,2026-01-28 01:26:19,2026-02-10 06:59:57
18910,ΧΑΡΑΛΑΣ REAL ESTATE,2026-02-02 18:36:15,2026-02-02 18:36:15
19031,Marazotis Real Estate,2026-02-01 18:27:45,2026-02-10 07:00:24
19066,International Home Properties,2026-01-28 01:26:23,2026-02-01 18:27:30
19096,KSP Real Estate,2026-02-03 18:49:17,2026-02-10 07:00:24
19104,Casa Futura,2026-02-03 18:49:08,2026-02-03 18:49:08
19182,Top Listing Real Estate Services,2026-02-05 06:54:34,2026-02-10 06:59:50
19281,D&S Properties,2026-02-02 18:36:06,2026-02-02 18:36:06
19341,MX REAL ESTATE,2026-02-01 18:27:10,2026-02-01 18:27:10
19379,CHANCE IN GREECE REAL ESTATE,2026-01-27 06:30:23,2026-02-03 18:49:17
19397,Energy real estate,2026-01-30 18:34:51,2026-01-30 18:34:51
19439,Kitties house,2026-01-27 06:30:22,2026-02-10 06:59:50
19468,Μεσιτικό γραφείο Καλούδης,2026-02-01 18:27:38,2026-02-01 18:27:38
19487,AK PROPERTIES,2026-02-01 18:27:38,2026-02-01 18:27:38
19527,ΕΛΕΝΗ ΡΗΓΑ,2026-01-28 01:26:21,2026-02-05 06:54:24
19605,Sunrise Realty,2026-02-01 18:27:45,2026-02-10 06:59:50
19634,CENTURY 21 Red,2026-01-27 06:30:22,2026-01-27 06:30:22
19656,VKrealestate,2026-02-05 06:54:14,2026-02-06 06:49:50
19658,HERMES PROPERTY,2026-01-30 18:34:58,2026-01-30 18:34:58
19714,TheWayHome,2026-02-02 18:35:57,2026-02-03 18:48:59
19718,OSMOSIS REAL ESTATE,2026-02-05 18:41:00,2026-02-06 06:49:58
19797,ΕΛΕΝΗ ΚΟΥΤΣΑΡΗ REAL ESTATE SERVICES,2026-02-05 06:54:34,2026-02-05 18:41:32
19814,Capital Properties,2026-01-28 01:26:19,2026-02-05 18:41:32
19817,Agentors Realty,2026-01-31 18:24:30,2026-01-31 18:24:30
19903,ΓΕΩΡΓΙΟΣ ΤΣΑΚΙΡΕΛΛΗΣ,2026-01-28 01:26:25,2026-01-28 02:31:24
19919,Tonia Manta Real Estate in Greece,2026-01-27 06:30:18,2026-01-27 06:30:18
19967,TechnoCasa,2026-02-06 06:49:41,2026-02-06 06:49:41
19970,Gastons Real Estate Athens,2026-02-02 18:35:57,2026-02-10 06:59:57
19999,Your Place Real Estate Services,2026-01-31 18:24:30,2026-01-31 18:24:30
20014,BFC REAL ESTATE Ο.Ε,2026-02-02 18:36:15,2026-02-05 18:41:25
20113,HELLENIC GROUNDS,2026-01-30 18:34:45,2026-02-05 18:41:32
20137,ΑΚΤΙΚΗ ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ Ε.Ε.,2026-02-03 18:48:59,2026-02-10 07:00:24
20140,RECCON,2026-02-01 18:27:38,2026-02-10 07:00:14
20243,Pro Real Estate,2026-02-05 18:41:25,2026-02-10 07:00:24
20309,Homar Properties,2026-01-27 06:30:25,2026-02-06 06:49:50
20312,TZELI HOME,2026-01-28 01:26:21,2026-02-10 06:59:57
20325,ON PROPERTY,2026-01-28 01:26:19,2026-02-10 06:59:57
20349,VIA ATHENS REAL ESTATE,2026-01-31 18:24:12,2026-01-31 18:24:12
20351,EDRASI REAL ESTATE,2026-01-27 06:30:23,2026-02-06 06:50:13
20352,Top Mentor Properties,2026-01-31 18:24:12,2026-01-31 18:24:12
20435,GOH Advisors,2026-01-28 01:26:21,2026-02-01 18:27:38
20463,Καρεκλάς & Καρεκλάς,2026-02-05 18:41:15,2026-02-06 06:50:13
20465,Rose Development,2026-02-05 06:54:50,2026-02-06 06:49:58
20468,ΣΤΡΑΤΟΣ ΔΕΛΗΓΕΩΡΓΗΣ Ε.Ε,2026-02-03 18:49:08,2026-02-10 07:00:06
20488,CHRISTOFIS REAL ESTATE,2026-01-27 06:30:22,2026-02-06 06:50:06
20758,Status Home,2026-01-30 18:34:45,2026-01-30 18:34:45
20764,ZN Properties,2026-01-28 01:26:18,2026-01-28 02:30:52
20778,REALTY MANAGEMENT,2026-01-30 18:34:58,2026-02-10 07:00:06
20833,UNION PROPERTIES,2026-01-28 01:26:23,2026-02-01 18:27:45
20840,Vrakas Real Estate,2026-02-05 18:41:32,2026-02-06 06:49:41
20994,CnP Real estate,2026-02-05 06:54:24,2026-02-05 06:54:24
21077,Aris Real Estate,2026-01-27 06:30:25,2026-02-10 06:59:50
21085,Wecan Real Estate,2026-01-30 18:35:06,2026-02-05 18:41:25
21100,nexgen realty,2026-02-05 06:54:14,2026-02-05 06:54:14
21141,ΠΑΝΑΓΙΩΤΑ ΔΡΙΤΣΑΚΗ,2026-01-28 01:26:18,2026-01-28 02:30:52
21152,Aquarium Real Estate Services,2026-01-27 06:30:25,2026-01-27 06:30:25
21205,AKN Properties 2,2026-01-28 01:26:23,2026-02-10 06:59:57
21222,K KRIGKOU EE,2026-02-05 06:54:50,2026-02-05 06:54:50
21224,Σμαρτ Ρίαλτυ,2026-01-28 01:26:19,2026-02-01 18:27:30
21226,SempreViva Assets,2026-01-28 01:26:23,2026-02-10 07:00:14
21270,Greek Casa,2026-01-28 01:26:25,2026-02-10 07:00:14
21288,Hellas Homes,2026-02-05 18:41:15,2026-02-06 06:50:13
21311,Uptown homes,2026-01-27 06:30:25,2026-02-10 06:59:50
21374,Premier Realty Greece,2026-02-05 18:41:07,2026-02-10 06:59:50
21402,Paramount Estates,2026-02-02 18:35:49,2026-02-10 07:00:06
21408,ZORBA REAL ESTATE,2026-01-27 06:30:25,2026-01-27 06:30:25
21482,A BROTHERS,2026-01-27 06:30:25,2026-01-27 06:30:25
21549,Nfbuild-realestate.gr,2026-01-28 01:26:19,2026-02-05 06:54:34
21589,ΠΕΡΙ ΕΣΤΙΑΣ,2026-01-31 18:24:47,2026-01-31 18:24:47
21602,Patsis Real Estate,2026-02-02 18:36:06,2026-02-05 06:54:34
21699,@Home,2026-02-02 18:36:06,2026-02-02 18:36:06
21711,SORAYA,2026-01-28 01:26:18,2026-02-06 06:49:50
21752,Green Parrot Single Member P.C.,2026-01-27 06:30:22,2026-02-03 18:48:51
21801,REAL PROPERTY,2026-01-28 01:26:23,2026-01-31 18:24:12
21894,DoWell D&D Partners,2026-02-10 07:00:06,2026-02-10 07:00:06
21897,ROOTED PILLAR,2026-02-03 18:49:17,2026-02-10 07:00:06
21966,Athens Development Real Estate,2026-02-05 18:41:15,2026-02-06 06:49:41
21991,Zooms Homes,2026-02-01 18:27:10,2026-02-03 18:49:26
22022,NORE REAL ESTATE,2026-01-28 01:26:18,2026-01-28 02:31:00
22034,PP PROPERTIES AND CONSULTING,2026-02-02 18:36:15,2026-02-05 18:41:25
22059,Full House Management,2026-01-30 18:34:38,2026-01-30 18:34:38
22073,PANTOU REALTORS,2026-02-03 18:49:17,2026-02-03 18:49:17
22165,ASPECT REAL ESTATE,2026-01-28 01:26:23,2026-02-10 07:00:24
22259,Elite Investments,2026-02-02 18:36:06,2026-02-02 18:36:06
22301,ICONIC real estate,2026-02-10 07:00:06,2026-02-10 07:00:06
22402,ΙΩΑΝΝΑ ΠΑΠΑΔΟΠΟΥΛΟΥ,2026-01-31 18:24:38,2026-02-01 18:27:38
22498,Eco-domi,2026-02-03 18:49:26,2026-02-03 18:49:26
22505,Panther Real Estate,2026-02-05 06:54:43,2026-02-06 06:49:50
22585,Breeze Real Estate,2026-01-27 06:30:18,2026-02-06 06:49:41
22592,Prestigia Realty,2026-01-28 01:26:23,2026-02-10 07:00:24
22609,A TEAM PROPERTY,2026-01-30 18:34:45,2026-01-30 18:34:45
22738,Xaritini Fitsalou,2026-01-27 06:30:20,2026-01-27 06:30:20
22783,Golden Coast Realty,2026-01-28 01:26:19,2026-02-01 18:27:45
22850,IKAYA Real Estate,2026-02-06 06:49:50,2026-02-06 06:49:50
22907,Lockation,2026-01-30 18:34:45,2026-01-30 18:34:45
22984,JS Properties,2026-01-27 06:30:18,2026-02-10 06:59:50
23077,Golden Houses,2026-02-03 18:48:51,2026-02-05 06:54:50
23110,EARNSTATE X,2026-01-27 06:30:23,2026-01-27 06:30:23
23120,A2 Realty,2026-01-27 06:30:23,2026-02-05 06:54:50
23185,one plus one properties,2026-02-02 18:36:15,2026-02-05 18:41:32
23190,Real Home Solutions & Services,2026-01-30 18:34:38,2026-01-30 18:34:38
23337,Nexus TDK Real Estate,2026-01-28 01:26:23,2026-02-06 06:49:50
23400,Κτηματομεσιτικό Γραφείο,2026-02-02 18:36:06,2026-02-02 18:36:06
23433,ΔΙΑΧΕΙΡΙΣΗ ΑΚΙΝΗΤΩΝ,2026-01-28 01:26:18,2026-01-28 02:30:52
23476,KOSMOS REAL ESTATE,2026-01-30 18:34:45,2026-01-30 18:34:45
23513,EFTHIMIA MASOURI PROPERTIES,2026-02-02 18:36:06,2026-02-05 18:41:25
23562,BALATSOURAS REAL ESTATE,2026-02-03 18:49:08,2026-02-06 06:50:13
23572,κ. ΣΠΥΡΟΣ,2026-01-27 06:30:18,2026-02-10 06:59:50
23580,Eleven Real Estate,2026-01-27 06:30:23,2026-02-10 06:59:50
23587,Reinvest,2026-02-03 18:49:26,2026-02-03 18:49:26
23668,Uniko,2026-02-02 18:35:49,2026-02-10 07:00:14
23717,SHARES LAND BROKER,2026-01-27 06:30:25,2026-02-01 18:27:45
23718,ANELIXIS Real Estate,2026-01-28 01:26:19,2026-02-01 18:27:38
23799,JNG REAL ESTATE,2026-01-31 18:24:12,2026-02-10 06:59:57
23829,LOIS V VASILOPOULOU,2026-01-28 01:26:25,2026-01-31 18:24:38
23844,IOANNHS KAI XARALAMPOS KARBOYNHS IKE,2026-01-27 06:30:18,2026-01-27 06:30:18
23946,ΑΝΔΡΕΑΣ ΚΟΥΡΟΥΜΑΛΗΣ,2026-02-01 18:27:10,2026-02-06 06:49:58
23967,Babylon Estate,2026-02-02 18:36:06,2026-02-03 18:49:26
23974,MECHA Engineering,2026-02-01 18:27:45,2026-02-01 18:27:45
24013,DN EUROINVEST,2026-02-03 18:48:51,2026-02-06 06:50:13
24014,NTAIKOS REAL ESTATE,2026-01-31 18:24:38,2026-02-05 18:41:25
24018,LuxLiving Real Estate,2026-01-28 01:26:18,2026-02-10 06:59:50
24075,Mainstreet Property Advisors,2026-01-28 01:26:18,2026-02-05 18:41:07
24150,ΤΕΧΝΙΚΗ ΟΙΚΟΠΕΔΙΚΗ CHRONIS REAL ESTATE,2026-01-30 18:34:45,2026-01-30 18:34:45
24256,Urban Living Real Estate,2026-02-03 18:49:26,2026-02-06 06:49:58
24263,VnV PROPERTIES,2026-01-27 06:30:25,2026-02-01 18:27:20
24280,Phoenix  -  Διαχείριση Ακινήτων,2026-02-05 18:41:32,2026-02-05 18:41:32
24290,Bright Living - Where dreams find home,2026-01-28 01:26:25,2026-01-28 02:31:24
24307,Property Lab,2026-01-31 18:24:47,2026-01-31 18:24:47
24342,ΣΑΝΤΟΡΙΝΑΙΟΣ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΚΑΙ ΥΟΙ ΟΕ,2026-01-31 18:24:47,2026-01-31 18:24:47
24565,AEDIS NOVA,2026-02-02 18:35:49,2026-02-02 18:35:57
24732,AXON REAL ETATE AND DEVELOPMENT,2026-01-27 06:30:23,2026-02-05 06:54:14
24733,LadyBug Properties,2026-01-28 01:26:19,2026-02-10 06:59:50
24801,Asset Real Estate Agency,2026-02-02 18:35:49,2026-02-06 06:50:13
24803,KEMPAS PROPERTIES,2026-01-28 01:26:23,2026-01-28 02:31:17
24817,LINE ESTATE,2026-02-02 18:36:06,2026-02-02 18:36:06
24819,Papias Realty,2026-02-01 18:27:30,2026-02-01 18:27:30
24835,Resido,2026-01-28 01:26:21,2026-01-28 02:31:09
24869,HESTIA GROUP,2026-02-03 18:48:59,2026-02-05 18:41:32
24910,Verde Plus Κατασκευαστική ΕΕ,2026-02-03 18:49:17,2026-02-05 06:54:43
24937,Drosakis real estate,2026-02-05 06:54:14,2026-02-05 06:54:14
25061,gpdiamantis real estate,2026-01-28 01:26:19,2026-02-01 18:27:30
25146,DIMITRA CHR. DEMPEGIOTI,2026-01-28 01:26:23,2026-01-31 18:24:12
25164,AB Greek Property,2026-01-30 18:34:45,2026-02-06 06:49:58
25167,ΟΙΚΟΔΟΜΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ,2026-01-27 06:30:22,2026-02-01 18:27:45
25179,Paradise Key,2026-01-28 01:26:23,2026-01-30 18:34:45
25189,Κ/Ξ Παπαδακης Παπαλεων,2026-01-30 18:34:45,2026-02-01 18:27:20
25191,Urban Wings,2026-01-28 01:26:18,2026-02-05 06:54:43
25197,CRESVALUE REAL ESTATE SERVICES,2026-01-28 01:26:23,2026-01-28 02:31:17
25236,DVLP CONSTRUCTIONS AND DEVELOPMENT,2026-01-27 06:30:23,2026-01-27 06:30:23
25239,PAGANIS PROPERTIES,2026-01-28 01:26:25,2026-02-10 07:00:24
25283,MANSIO-K REAL ESTATE,2026-01-27 06:30:25,2026-01-27 06:30:25
27784,GREENILLE ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ,2026-02-02 18:35:57,2026-02-10 07:00:24
27917,B and S Constructions,2026-01-27 01:18:02,2026-01-27 01:18:02
28005,PRIME ASSET REAL ESTATE,2026-01-27 06:30:23,2026-01-30 18:34:51
28077,Angeliki Koufopoulou,2026-02-02 18:36:06,2026-02-03 18:49:17
28111,HAVN,2026-02-05 06:54:43,2026-02-06 06:50:13
28113,DELTA KEY GROUP,2026-01-30 18:34:45,2026-02-06 06:49:58
28159,Alphamobile A.E,2026-01-28 01:26:19,2026-01-31 18:24:12
28530,ΔΗΜΗΤΡΗΣ ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΑΤΟΜΙΚΗ ΕΠΙΧΕΙΡΗΣΗ,2026-02-05 06:54:43,2026-02-05 06:54:43
